user,time,event,location,device
User_7,2024-03-11 21:00:00,login_success,Berlin,Desktop
User_13,2024-03-05 21:00:00,login_success,San Francisco,Mobile
User_22,2024-03-22 11:00:00,login_success,London,Desktop
User_40,2024-03-15 16:00:00,login_success,San Francisco,Tablet
User_5,2024-10-17 12:00:00,login_success,Berlin,Desktop
User_39,2024-05-11 16:00:00,login_success,San Francisco,Tablet
User_31,2024-09-21 06:00:00,login_success,Berlin,Mobile
User_40,2024-02-04 03:00:00,login_failure,San Francisco,Tablet
User_28,2024-09-25 20:00:00,login_success,Berlin,Tablet
User_25,2024-07-20 10:00:00,login_success,Berlin,Mobile
User_31,2024-08-03 04:00:00,login_failure,Tokyo,Mobile
User_32,2024-01-07 14:00:00,login_success,Berlin,Mobile
User_31,2024-04-16 22:00:00,login_success,Tokyo,Mobile
User_10,2024-03-22 20:00:00,login_failure,San Francisco,Desktop
User_41,2024-05-09 15:00:00,login_success,Berlin,Desktop
User_33,2024-04-30 01:00:00,login_success,Tokyo,Desktop
User_1,2024-02-19 19:00:00,login_success,Tokyo,Mobile
User_49,2024-01-04 15:00:00,login_failure,Berlin,Desktop
User_5,2024-07-03 08:00:00,login_success,San Francisco,Desktop
User_29,2024-06-11 07:00:00,login_success,London,Tablet
User_37,2024-07-29 12:00:00,login_failure,New York,Mobile
User_39,2024-01-17 03:00:00,login_success,San Francisco,Tablet
User_37,2024-08-22 22:00:00,login_success,Berlin,Tablet
User_38,2024-04-20 17:00:00,login_failure,Tokyo,Tablet
User_6,2024-10-14 00:00:00,login_success,San Francisco,Mobile
User_4,2024-08-16 19:00:00,login_success,London,Mobile
User_32,2024-04-01 19:00:00,login_failure,Tokyo,Desktop
User_29,2024-09-05 17:00:00,login_failure,New York,Tablet
User_1,2024-09-17 21:00:00,login_success,New York,Mobile
User_24,2024-01-06 06:00:00,login_success,New York,Tablet
User_34,2024-04-05 12:00:00,login_success,Tokyo,Tablet
User_9,2024-08-14 01:00:00,login_success,San Francisco,Mobile
User_17,2024-07-31 00:00:00,login_success,London,Tablet
User_34,2024-10-06 20:00:00,login_success,San Francisco,Mobile
User_13,2024-02-24 07:00:00,login_success,Tokyo,Desktop
User_7,2024-09-19 20:00:00,login_success,San Francisco,Tablet
User_41,2024-04-11 16:00:00,login_success,San Francisco,Desktop
User_34,2024-09-08 21:00:00,login_success,London,Desktop
User_16,2024-06-15 11:00:00,login_success,New York,Tablet
User_19,2024-10-06 00:00:00,login_success,London,Desktop
User_10,2024-01-23 17:00:00,login_success,Tokyo,Mobile
User_43,2024-03-14 09:00:00,login_success,New York,Desktop
User_31,2024-03-10 14:00:00,login_success,New York,Desktop
User_48,2024-10-17 02:00:00,login_success,London,Mobile
User_42,2024-08-15 16:00:00,login_success,London,Mobile
User_48,2024-02-11 23:00:00,login_success,San Francisco,Mobile
User_4,2024-04-22 09:00:00,login_success,San Francisco,Desktop
User_37,2024-08-05 11:00:00,login_success,London,Mobile
User_37,2024-06-11 00:00:00,login_success,San Francisco,Mobile
User_18,2024-04-23 15:00:00,login_success,Berlin,Desktop
User_14,2024-08-03 11:00:00,login_success,Berlin,Tablet
User_41,2024-02-18 02:00:00,login_success,Tokyo,Mobile
User_4,2024-09-12 01:00:00,login_success,Berlin,Tablet
User_7,2024-08-26 00:00:00,login_success,London,Desktop
User_31,2024-10-02 00:00:00,login_success,San Francisco,Tablet
User_44,2024-07-10 06:00:00,login_success,New York,Desktop
User_47,2024-05-17 03:00:00,login_success,Tokyo,Mobile
User_21,2024-03-06 11:00:00,login_success,San Francisco,Mobile
User_30,2024-01-09 23:00:00,login_success,Tokyo,Tablet
User_41,2024-01-19 05:00:00,login_success,Berlin,Mobile
User_26,2024-03-02 16:00:00,login_success,Tokyo,Desktop
User_3,2024-06-14 06:00:00,login_failure,San Francisco,Desktop
User_41,2024-03-01 08:00:00,login_success,New York,Tablet
User_37,2024-10-25 19:00:00,login_success,Tokyo,Tablet
User_41,2024-01-28 03:00:00,login_success,Tokyo,Tablet
User_21,2024-03-01 12:00:00,login_success,San Francisco,Mobile
User_44,2024-04-13 08:00:00,login_success,Berlin,Mobile
User_34,2024-05-17 17:00:00,login_success,New York,Mobile
User_41,2024-05-27 23:00:00,login_success,London,Desktop
User_29,2024-03-28 03:00:00,login_success,New York,Desktop
User_29,2024-07-21 08:00:00,login_success,Tokyo,Desktop
User_8,2024-02-29 15:00:00,login_success,Berlin,Desktop
User_8,2024-03-29 08:00:00,login_success,London,Desktop
User_40,2024-09-30 14:00:00,login_success,London,Tablet
User_14,2024-03-14 22:00:00,login_success,San Francisco,Desktop
User_14,2024-04-26 11:00:00,login_failure,New York,Desktop
User_50,2024-04-07 02:00:00,login_success,San Francisco,Tablet
User_3,2024-03-04 04:00:00,login_success,Tokyo,Tablet
User_49,2024-06-06 04:00:00,login_success,New York,Desktop
User_32,2024-10-25 04:00:00,login_success,New York,Desktop
User_2,2024-01-04 14:00:00,login_success,New York,Mobile
User_3,2024-09-14 08:00:00,login_success,New York,Mobile
User_4,2024-07-16 00:00:00,login_success,San Francisco,Mobile
User_45,2024-01-22 14:00:00,login_success,Tokyo,Mobile
User_26,2024-08-11 19:00:00,login_failure,San Francisco,Tablet
